case_id,n_voters,c1,c3,c5,max_block,n_block_holders,ss_max,ss_controlled,ss_top1,n_voters_in_ss,taxonomy,controller_type
case-avalanche-reserve-factor-adjus,562,0.36541176815723403,0.8106320016766911,0.9787197112541094,0.36541176815723403,5,0.395,False,0.395,50,widely_held_block,delegate_block
case-avalanche-wavax-interest-rate-,9638,0.35277502443863595,0.6344344663730089,0.8454489540075966,0.35277502443863595,6,0.4728,False,0.4728,50,widely_held_block,delegate_block
case-bal-interest-rate-curve-upgrad,6058,0.15810007450781785,0.4578214115351157,0.7384342198022051,0.15810007450781785,8,0.1658,False,0.1658,50,widely_held_block,delegate_block
case-ban-hackers-from-transferring-,1110,0.6977811457662364,0.9726568847260534,0.989994416836006,0.6977811457662364,2,1.0,True,1.0,50,controlled,whale_control
case-bgd.-aave-v3.3-sherlock,270,0.447065023329074,0.7402153333582561,0.8465309318923684,0.447065023329074,5,0.6474,False,0.6474,50,widely_held_block,delegate_block
case-bgd.-security-budget-request,986,0.14554153763763122,0.3950836632049259,0.5595231528803122,0.14554153763763122,8,0.1557,False,0.1515,50,widely_held_block,delegate_block
case-bgd.aave-clinicsteward,361,0.4788812574628709,0.7652133154218999,0.876817827630309,0.4788812574628709,5,0.7448,False,0.7448,50,widely_held_block,delegate_block
case-borrow-cap-recommendations-(fa,2444,0.1795045420614914,0.5203476377760425,0.8392359544952641,0.1795045420614914,6,0.2352,False,0.2352,50,widely_held_block,delegate_block
case-bug-bounties-proposal,1556,0.4025929084353667,0.7772307742747098,0.9913351856802624,0.4025929084353667,5,0.4947,False,0.4947,50,widely_held_block,delegate_block
case-buidl-gsm,341,0.36749114075045486,0.7625278287914096,0.8776195474488138,0.36749114075045486,6,0.4239,False,0.4239,50,widely_held_block,delegate_block
case-busd-offboarding-plan,7868,0.29350544828473685,0.5269291126157704,0.7268433942882933,0.29350544828473685,9,0.3663,False,0.3663,50,widely_held_block,delegate_block
case-busd-offboarding-plan-part,1971,0.4422886803554537,0.7560517785822869,0.9910306656091712,0.4422886803554537,5,0.5924,False,0.5924,50,widely_held_block,delegate_block
case-busd-offboarding-plan-part-iii,12930,0.24331368353148214,0.45865300599232933,0.5981096071976538,0.24331368353148214,7,0.2973,False,0.2973,50,widely_held_block,delegate_block
case-cancel-llama-service-provider-,12837,0.1806267871936169,0.3354861673084688,0.48310812358607264,0.1806267871936169,11,0.2064,False,0.2064,50,widely_held_block,delegate_block
case-certora-continuous-formal-veri,747,0.1674726490624555,0.33967104091817,0.4979691321881048,0.1674726490624555,10,0.1859,False,0.1859,50,widely_held_block,delegate_block
case-chaos-labs-aave,8398,0.11266760959760899,0.3147490102360707,0.4712049131437103,0.11266760959760899,8,0.1252,False,0.1252,50,widely_held_block,delegate_block
case-chaos-labs-aave-risk,2070,0.17272411766735915,0.33181495798398813,0.45368461052503894,0.17272411766735915,6,0.1962,False,0.1962,50,widely_held_block,delegate_block
case-chaos-labs-and,1604,0.15692725063741386,0.38806900350785223,0.5199649298242157,0.15692725063741386,7,0.1753,False,0.1753,50,widely_held_block,delegate_block
case-chaos-labs-borrow-cap,1726,0.3781881619824783,0.8020894279337535,0.9395637455158327,0.3781881619824783,4,0.4358,False,0.4358,50,widely_held_block,delegate_block
case-chaos-labs-crv-aave,2617,0.11943918320692114,0.3010857867453012,0.44471819674833907,0.11943918320692114,6,0.1266,False,0.1266,50,widely_held_block,delegate_block
case-chaos-labs-incremental-reserve,1012,0.18381866288815135,0.398074117282932,0.5676110916006347,0.18381866288815135,9,0.208,False,0.208,50,widely_held_block,delegate_block
case-chaos-labs-risk-parameter,21220,0.1471678603125355,0.3314157072205129,0.49008089130337845,0.1471678603125355,8,0.1602,False,0.1602,50,widely_held_block,delegate_block
case-chaos-labs-risk-parameter-upda,28057,0.15467480167025366,0.30051321034405354,0.42282234173607836,0.15467480167025366,8,0.1726,False,0.1726,50,widely_held_block,delegate_block
